Host_name;Host_year;Season;Host_country;Host_continent;Discipline;Event;Event_type;Athlete_full_name;Athlete_country;Medal_type
st-louis;1904;Summer;usa;america;Swimming;400m breaststroke men;Athlete;Georg ZACHARIAS;Germany;GOLD
st-louis;1904;Summer;usa;america;Swimming;400m breaststroke men;Athlete;Walter BRACK;Germany;SILVER
st-louis;1904;Summer;usa;america;Swimming;100m backstroke men;Athlete;Walter BRACK;Germany;GOLD
st-louis;1904;Summer;usa;america;Swimming;100m backstroke men;Athlete;Georg HOFFMANN;Germany;SILVER
st-louis;1904;Summer;usa;america;Swimming;100m backstroke men;Athlete;Georg ZACHARIAS;Germany;BRONZE
st-louis;1904;Summer;usa;america;Swimming;880y freestyle 80466m men;Athlete;Emil RAUSCH;Germany;GOLD
st-louis;1904;Summer;usa;america;Swimming;220 yard Freestyle Men;Athlete;Emil RAUSCH;Germany;BRONZE
st-louis;1904;Summer;usa;america;Swimming;1500m freestyle men;Athlete;Emil RAUSCH;Germany;GOLD
paris;1900;Summer;france;europe;Cycling Track;Course De Primes Men;Athlete;Karl DUILL;Germany;SILVER
paris;1900;Summer;france;europe;Swimming;200m backstroke men;Athlete;Ernst HOPPENBERG;Germany;GOLD
athens;1896;Summer;greece;europe;Athletics;100m men;Athlete;Fritz HOFMANN;Germany;SILVER
athens;1896;Summer;greece;europe;Gymnastics Artistic;rope climbing men;Athlete;Fritz HOFMANN;Germany;BRONZE
athens;1896;Summer;greece;europe;Gymnastics Artistic;rings men;Athlete;Hermann WEINGÄRTNER;Germany;SILVER
athens;1896;Summer;greece;europe;Gymnastics Artistic;vault men;Athlete;Carl SCHUHMANN;Germany;GOLD
athens;1896;Summer;greece;europe;Gymnastics Artistic;vault men;Athlete;Hermann WEINGÄRTNER;Germany;BRONZE
athens;1896;Summer;greece;europe;Gymnastics Artistic;horizontal bar men;Athlete;Hermann WEINGÄRTNER;Germany;GOLD
athens;1896;Summer;greece;europe;Gymnastics Artistic;horizontal bar men;Athlete;Alfred FLATOW;Germany;SILVER
athens;1896;Summer;greece;europe;Gymnastics Artistic;parallel bars men;Athlete;Alfred FLATOW;Germany;GOLD
athens;1896;Summer;greece;europe;Gymnastics Artistic;pommel horse men;Athlete;Hermann WEINGÄRTNER;Germany;SILVER
athens;1896;Summer;greece;europe;Cycling Road;individual road race men;Athlete;Anton Gödrich;Germany;SILVER
athens;1896;Summer;greece;europe;Wrestling;Unlimited Class, Greco-Roman Men;Athlete;Carl SCHUHMANN;Germany;GOLD
tokyo;2020;Summer;japan;asia;Athletics;Men's 400m;Athlete;Kirani JAMES;Grenada;BRONZE
rio;2016;Summer;brazil;america;Athletics;400m men;Athlete;Kirani JAMES;Grenada;SILVER
london;2012;Summer;united kingdom;europe;Athletics;400m men;Athlete;Kirani JAMES;Grenada;GOLD
beijing;2022;Winter;china;asia;Short Track Speed Skating;Men's 500m;Athlete;Shaoang LIU;Hungary;GOLD
beijing;2022;Winter;china;asia;Short Track Speed Skating;Men's 1000m;Athlete;Shaoang LIU;Hungary;BRONZE
tokyo;2020;Summer;japan;asia;Canoe Sprint;Women's Kayak Single 500m;Athlete;Tamara CSIPES;Hungary;SILVER
tokyo;2020;Summer;japan;asia;Canoe Sprint;Men's Kayak Single 1000m;Athlete;Adam VARGA;Hungary;SILVER
tokyo;2020;Summer;japan;asia;Canoe Sprint;Men's Kayak Single 1000m;Athlete;Balint KOPASZ;Hungary;GOLD
tokyo;2020;Summer;japan;asia;Canoe Sprint;Men's Kayak Single 200m;Athlete;Sandor TOTKA;Hungary;GOLD
tokyo;2020;Summer;japan;asia;Marathon Swimming;Men's 10km;Athlete;Kristof RASOVSZKY;Hungary;SILVER
tokyo;2020;Summer;japan;asia;Fencing;Men's Sabre Individual;Athlete;Aron SZILAGYI;Hungary;GOLD
tokyo;2020;Summer;japan;asia;Fencing;Men's Épée Individual;Athlete;Gergely SIKLOSI;Hungary;SILVER
tokyo;2020;Summer;japan;asia;Wrestling;Men's Greco-Roman 77kg;Athlete;Tamas LORINCZ;Hungary;GOLD
tokyo;2020;Summer;japan;asia;Wrestling;Men's Greco-Roman 87kg;Athlete;Viktor LORINCZ;Hungary;SILVER
tokyo;2020;Summer;japan;asia;Judo;Men -90 kg;Athlete;Krisztian TOTH;Hungary;BRONZE
tokyo;2020;Summer;japan;asia;Modern Pentathlon;Women's Individual;Athlete;Sarolta KOVACS;Hungary;BRONZE
tokyo;2020;Summer;japan;asia;Swimming;Men's 200m Butterfly;Athlete;Kristof Kristof Milak;Hungary;GOLD
tokyo;2020;Summer;japan;asia;Swimming;Men's 100m Butterfly;Athlete;Kristof Kristof Milak;Hungary;SILVER
tokyo;2020;Summer;japan;asia;Sailing;Finn Men;Athlete;Zsombor BERECZ;Hungary;SILVER
tokyo;2020;Summer;japan;asia;Karate;Men's Kumite -75kg;Athlete;Karoly Gabor HARSPATAKI;Hungary;BRONZE
rio;2016;Summer;brazil;america;Fencing;épée individual women;Athlete;Emese SZASZ;Hungary;GOLD
rio;2016;Summer;brazil;america;Fencing;sabre individual men;Athlete;Aron SZILAGYI;Hungary;GOLD
rio;2016;Summer;brazil;america;Fencing;épée individual men;Athlete;Geza IMRE;Hungary;SILVER
rio;2016;Summer;brazil;america;Athletics;shot put women;Athlete;Anita MARTON;Hungary;BRONZE
rio;2016;Summer;brazil;america;Canoe Sprint;K-1 500m (kayak single) women;Athlete;Danuta KOZAK;Hungary;GOLD
rio;2016;Summer;brazil;america;Swimming;100m backstroke women;Athlete;Katinka HOSSZU;Hungary;GOLD
rio;2016;Summer;brazil;america;Swimming;400m individual medley women;Athlete;Katinka HOSSZU;Hungary;GOLD
rio;2016;Summer;brazil;america;Swimming;200m butterfly men;Athlete;Tamas KENDERESI;Hungary;BRONZE
rio;2016;Summer;brazil;america;Swimming;200m backstroke women;Athlete;Katinka HOSSZU;Hungary;SILVER
rio;2016;Summer;brazil;america;Swimming;800m freestyle women;Athlete;Boglarka KAPAS;Hungary;BRONZE
rio;2016;Summer;brazil;america;Swimming;200m individual medley women;Athlete;Katinka HOSSZU;Hungary;GOLD
rio;2016;Summer;brazil;america;Swimming;100m butterfly men;Athlete;Laszlo CSEH;Hungary;SILVER
london;2012;Summer;united kingdom;europe;Swimming;200m breaststroke men;Athlete;Daniel GYURTA;Hungary;GOLD
london;2012;Summer;united kingdom;europe;Swimming;200m individual medley men;Athlete;Laszlo CSEH;Hungary;BRONZE
london;2012;Summer;united kingdom;europe;Athletics;hammer throw men;Athlete;Krisztian PARS;Hungary;GOLD
london;2012;Summer;united kingdom;europe;Canoe Sprint;K-1 500m (kayak single) women;Athlete;Danuta KOZAK;Hungary;GOLD
london;2012;Summer;united kingdom;europe;Canoe Sprint;K-1 200m (kayak single) women;Athlete;Natasa DOUCHEV-JANIC;Hungary;BRONZE
london;2012;Summer;united kingdom;europe;Wrestling;Freestyle 74 kg men;Athlete;Gabor HATOS;Hungary;BRONZE
london;2012;Summer;united kingdom;europe;Wrestling;Greco-Roman 66 kg men;Athlete;Tamas LORINCZ;Hungary;SILVER
london;2012;Summer;united kingdom;europe;Wrestling;Greco-Roman 55 kg men;Athlete;Peter MODOS;Hungary;BRONZE
london;2012;Summer;united kingdom;europe;Marathon Swimming;Marathon - 10 km women;Athlete;Eva RISZTOV;Hungary;GOLD
london;2012;Summer;united kingdom;europe;Fencing;sabre individual men;Athlete;Aron SZILAGYI;Hungary;GOLD
london;2012;Summer;united kingdom;europe;Gymnastics Artistic;pommel horse men;Athlete;Krisztian BERKI;Hungary;GOLD
london;2012;Summer;united kingdom;europe;Judo;48 kg women;Athlete;Eva CSERNOVICZKI;Hungary;BRONZE
london;2012;Summer;united kingdom;europe;Judo;60  66kg halflightweight men;Athlete;Miklos UNGVARI;Hungary;SILVER
london;2012;Summer;united kingdom;europe;Modern Pentathlon;Individual competition men;Athlete;Adam MAROSI;Hungary;BRONZE
beijing;2008;Summer;china;asia;Fencing;épée individual women;Athlete;Ildiko MINCZA-NEBALD;Hungary;BRONZE
beijing;2008;Summer;china;asia;Wrestling;Light-Heavyweight, Greco-Roman (≤84 kilograms) Men;Athlete;Zoltan FODOR;Hungary;SILVER
beijing;2008;Summer;china;asia;Canoe Sprint;C-1 1000m (canoe single) men;Athlete;Attila Sandor VAJDA;Hungary;GOLD
beijing;2008;Summer;china;asia;Swimming;200m individual medley men;Athlete;Laszlo CSEH;Hungary;SILVER
beijing;2008;Summer;china;asia;Swimming;200m butterfly men;Athlete;Laszlo CSEH;Hungary;SILVER
beijing;2008;Summer;china;asia;Swimming;400m individual medley men;Athlete;Laszlo CSEH;Hungary;SILVER
athens;2004;Summer;greece;europe;Athletics;discus throw men;Athlete;Zoltan KOVAGO;Hungary;SILVER
athens;2004;Summer;greece;europe;Wrestling;Featherweight, Greco-Roman (≤55 kilograms) Men;Athlete;Istvan MAJOROS;Hungary;GOLD
athens;2004;Summer;greece;europe;Swimming;400m individual medley men;Athlete;Laszlo CSEH;Hungary;BRONZE
athens;2004;Summer;greece;europe;Swimming;200m breaststroke men;Athlete;Daniel GYURTA;Hungary;SILVER
athens;2004;Summer;greece;europe;Weightlifting;69kg women;Athlete;Eszter KRUTZLER;Hungary;SILVER
athens;2004;Summer;greece;europe;Shooting;skeet 75 targets women;Athlete;Diana IGALY;Hungary;GOLD
athens;2004;Summer;greece;europe;Modern Pentathlon;Individual Competition women;Athlete;Zsuzsanna VOROS;Hungary;GOLD
athens;2004;Summer;greece;europe;Fencing;sabre individual men;Athlete;Zsolt NEMCSIK;Hungary;SILVER
athens;2004;Summer;greece;europe;Fencing;épée individual women;Athlete;Timea NAGY;Hungary;GOLD
athens;2004;Summer;greece;europe;Canoe Sprint;K1 500m kayak single women;Athlete;Natasa DOUCHEV-JANIC;Hungary;GOLD
athens;2004;Summer;greece;europe;Canoe Sprint;C-1 1000m (canoe single) men;Athlete;Attila Sandor VAJDA;Hungary;BRONZE
sydney;2000;Summer;australia;oceania;Fencing;épée individual women;Athlete;Timea NAGY;Hungary;GOLD
sydney;2000;Summer;australia;oceania;Gymnastics Artistic;rings men;Athlete;Szilveszter CSOLLANY;Hungary;GOLD
sydney;2000;Summer;australia;oceania;Wrestling;Light-Heavyweight, Greco-Roman (≤85 kilograms) Men;Athlete;Sandor Istvan BARDOSI;Hungary;SILVER
sydney;2000;Summer;australia;oceania;Canoe Sprint;C1 500m canoe single men;Athlete;Gyorgy KOLONICS;Hungary;GOLD
sydney;2000;Summer;australia;oceania;Weightlifting;69kg women;Athlete;Erzsebet PERESZTEGINE MARKUS;Hungary;SILVER
sydney;2000;Summer;australia;oceania;Shooting;skeet 75 targets women;Athlete;Diana IGALY;Hungary;BRONZE
sydney;2000;Summer;australia;oceania;Modern Pentathlon;Individual competition men;Athlete;Gabor BALOGH;Hungary;SILVER
sydney;2000;Summer;australia;oceania;Boxing;71-75kg men;Athlete;Zsolt ERDEI;Hungary;BRONZE
sydney;2000;Summer;australia;oceania;Swimming;200m breaststroke women;Athlete;Agnes KOVACS;Hungary;GOLD
atlanta;1996;Summer;usa;america;Canoe Sprint;K1 500m kayak single women;Athlete;Rita KOBAN;Hungary;GOLD
atlanta;1996;Summer;usa;america;Canoe Sprint;C1 500m canoe single men;Athlete;Imre PULAI;Hungary;BRONZE
atlanta;1996;Summer;usa;america;Canoe Sprint;C1 1000m canoe single men;Athlete;Gyorgy ZALA;Hungary;BRONZE
atlanta;1996;Summer;usa;america;Modern Pentathlon;Individual competition men;Athlete;Janos MARTINEK;Hungary;BRONZE
atlanta;1996;Summer;usa;america;Fencing;épée individual men;Athlete;Geza IMRE;Hungary;BRONZE
atlanta;1996;Summer;usa;america;Fencing;épée individual women;Athlete;Gyöngyi Szalay-Horváth;Hungary;BRONZE
atlanta;1996;Summer;usa;america;Gymnastics Artistic;rings men;Athlete;Szilveszter CSOLLANY;Hungary;SILVER
atlanta;1996;Summer;usa;america;Weightlifting;64  70kg lightweight men;Athlete;Attila FERI;Hungary;BRONZE
atlanta;1996;Summer;usa;america;Athletics;hammer throw men;Athlete;Balazs KISS;Hungary;GOLD
atlanta;1996;Summer;usa;america;Swimming;400m individual medley women;Athlete;Krisztina EGERSZEGI;Hungary;BRONZE
atlanta;1996;Summer;usa;america;Swimming;200m individual medley men;Athlete;Attila CZENE;Hungary;GOLD
atlanta;1996;Summer;usa;america;Swimming;200m breaststroke women;Athlete;Agnes KOVACS;Hungary;BRONZE
atlanta;1996;Summer;usa;america;Swimming;200m backstroke women;Athlete;Krisztina EGERSZEGI;Hungary;GOLD
atlanta;1996;Summer;usa;america;Swimming;200m breaststroke men;Athlete;Norbert ROZSA;Hungary;GOLD
atlanta;1996;Summer;usa;america;Swimming;200m breaststroke men;Athlete;Karoly GUTTLER;Hungary;SILVER
atlanta;1996;Summer;usa;america;Boxing;51-54kg bantamweight men;Athlete;Istvan KOVACS;Hungary;GOLD
barcelona;1992;Summer;spain;europe;Wrestling;Middleweight, Greco-Roman (≤82 kilograms) Men;Athlete;Peter FARKAS;Hungary;GOLD
barcelona;1992;Summer;spain;europe;Wrestling;Lightweight, Greco-Roman (≤68 kilograms) Men;Athlete;Attila REPKA;Hungary;GOLD
barcelona;1992;Summer;spain;europe;Canoe Sprint;K1 500m kayak single men;Athlete;Zsolt GYULAY;Hungary;SILVER
barcelona;1992;Summer;spain;europe;Canoe Sprint;K1 500m kayak single women;Athlete;Rita KOBAN;Hungary;SILVER
barcelona;1992;Summer;spain;europe;Canoe Sprint;C1 1000m canoe single men;Athlete;Gyorgy ZALA;Hungary;BRONZE
barcelona;1992;Summer;spain;europe;Gymnastics Artistic;floor exercises women;Athlete;Henrietta ONODI;Hungary;SILVER
barcelona;1992;Summer;spain;europe;Gymnastics Artistic;vault women;Athlete;Henrietta ONODI;Hungary;GOLD
barcelona;1992;Summer;spain;europe;Judo;86  95kg halfheavyweight men;Athlete;Antal KOVACS;Hungary;GOLD
barcelona;1992;Summer;spain;europe;Judo;60 - 65kg (half-lightweight) men;Athlete;Jozsef CSAK;Hungary;SILVER
barcelona;1992;Summer;spain;europe;Judo;+ 95kg (heavyweight) men;Athlete;Imre CSOSZ;Hungary;BRONZE
barcelona;1992;Summer;spain;europe;Judo;65 - 71kg (lightweight) men;Athlete;Bertalan HAJTOS;Hungary;SILVER
barcelona;1992;Summer;spain;europe;Fencing;sabre individual men;Athlete;Bence SZABO;Hungary;GOLD
barcelona;1992;Summer;spain;europe;Modern Pentathlon;Individual competition men;Athlete;Attila MIZSER;Hungary;SILVER
barcelona;1992;Summer;spain;europe;Boxing;67  71kg lightmiddleweight men;Athlete;Gyorgy MIZSEI;Hungary;BRONZE
barcelona;1992;Summer;spain;europe;Boxing;75-81kg lightheavyweight men;Athlete;Zoltan BERES;Hungary;BRONZE
barcelona;1992;Summer;spain;europe;Boxing;48-51kg flyweight men;Athlete;Istvan KOVACS;Hungary;BRONZE
barcelona;1992;Summer;spain;europe;Swimming;400m individual medley men;Athlete;Tamas DARNYI;Hungary;GOLD
barcelona;1992;Summer;spain;europe;Swimming;200m individual medley men;Athlete;Tamas DARNYI;Hungary;GOLD
barcelona;1992;Summer;spain;europe;Swimming;200m individual medley men;Athlete;Attila CZENE;Hungary;BRONZE
barcelona;1992;Summer;spain;europe;Swimming;200m breaststroke men;Athlete;Norbert ROZSA;Hungary;SILVER
barcelona;1992;Summer;spain;europe;Swimming;400m individual medley women;Athlete;Krisztina EGERSZEGI;Hungary;GOLD
barcelona;1992;Summer;spain;europe;Swimming;100m backstroke women;Athlete;Krisztina EGERSZEGI;Hungary;GOLD
barcelona;1992;Summer;spain;europe;Swimming;100m backstroke women;Athlete;Tunde SZABO;Hungary;SILVER
barcelona;1992;Summer;spain;europe;Swimming;200m backstroke women;Athlete;Krisztina EGERSZEGI;Hungary;GOLD
barcelona;1992;Summer;spain;europe;Swimming;100m breaststroke men;Athlete;Norbert ROZSA;Hungary;SILVER
seoul;1988;Summer;south corea;asia;Gymnastics Artistic;pommel horse men;Athlete;Zsolt BORKAI;Hungary;GOLD
seoul;1988;Summer;south corea;asia;Canoe Sprint;K1 500m kayak single men;Athlete;Zsolt GYULAY;Hungary;GOLD
seoul;1988;Summer;south corea;asia;Modern Pentathlon;Individual competition men;Athlete;Janos MARTINEK;Hungary;GOLD
seoul;1988;Summer;south corea;asia;Weightlifting;75  825kg lightheavyweight men;Athlete;Istvan MESSZI;Hungary;SILVER
seoul;1988;Summer;south corea;asia;Weightlifting;100  110kg heavyweight men;Athlete;Jozsef JACSO;Hungary;SILVER
seoul;1988;Summer;south corea;asia;Boxing;48kg lightflyweight men;Athlete;Robert ISASZEGI;Hungary;BRONZE
seoul;1988;Summer;south corea;asia;Swimming;200m backstroke women;Athlete;Krisztina EGERSZEGI;Hungary;GOLD
seoul;1988;Summer;south corea;asia;Swimming;100m backstroke women;Athlete;Krisztina EGERSZEGI;Hungary;SILVER
seoul;1988;Summer;south corea;asia;Swimming;200m individual medley men;Athlete;Tamas DARNYI;Hungary;GOLD
seoul;1988;Summer;south corea;asia;Swimming;400m individual medley men;Athlete;Tamas DARNYI;Hungary;GOLD
seoul;1988;Summer;south corea;asia;Swimming;100m breaststroke men;Athlete;Karoly GUTTLER;Hungary;SILVER
seoul;1988;Summer;south corea;asia;Swimming;200m breaststroke men;Athlete;Jozsef SZABO;Hungary;GOLD
seoul;1988;Summer;south corea;asia;Shooting;25m rapid fire pistol 60 shots men;Athlete;Zoltan KOVACS;Hungary;BRONZE
seoul;1988;Summer;south corea;asia;Shooting;50m rifle prone 60 shots men;Athlete;Attila ZAHONYI;Hungary;BRONZE
seoul;1988;Summer;south corea;asia;Wrestling;Bantamweight, Greco-Roman (≤57 kilograms) Men;Athlete;Andras SIKE;Hungary;GOLD
seoul;1988;Summer;south corea;asia;Wrestling;Middleweight, Greco-Roman (≤82 kilograms) Men;Athlete;Tibor KOMAROMI;Hungary;SILVER
moscow;1980;Summer;russia;asia;Weightlifting;825  90kg middleheavyweight men;Athlete;Peter BACZAKO;Hungary;GOLD
moscow;1980;Summer;russia;asia;Weightlifting;100  110kg heavyweight men;Athlete;György SZALAI;Hungary;BRONZE
moscow;1980;Summer;russia;asia;Judo;open category men;Athlete;Andras OZSVAR;Hungary;BRONZE
moscow;1980;Summer;russia;asia;Judo;- 60 kg men;Athlete;Tibor KINCSES;Hungary;BRONZE
moscow;1980;Summer;russia;asia;Fencing;foil individual women;Athlete;Magda MAROS;Hungary;SILVER
moscow;1980;Summer;russia;asia;Fencing;sabre individual men;Athlete;Imre GEDOVARI;Hungary;BRONZE
moscow;1980;Summer;russia;asia;Fencing;épée individual men;Athlete;Ernö KOLSZONAY;Hungary;SILVER
moscow;1980;Summer;russia;asia;Gymnastics Artistic;pommel horse men;Athlete;Zoltan MAGYAR;Hungary;GOLD
moscow;1980;Summer;russia;asia;Wrestling;Light-Flyweight, Greco-Roman (≤48 kilograms) Men;Athlete;Ferenc SERES;Hungary;BRONZE
moscow;1980;Summer;russia;asia;Wrestling;Flyweight, Greco-Roman (≤52 kilograms) Men;Athlete;Lajos RACZ;Hungary;SILVER
moscow;1980;Summer;russia;asia;Wrestling;Welterweight, Greco-Roman (≤74 kilograms) Men;Athlete;Ferenc KOCSIS;Hungary;GOLD
moscow;1980;Summer;russia;asia;Wrestling;Featherweight, Greco-Roman (≤62 kilograms) Men;Athlete;Istvan TOTH;Hungary;SILVER
moscow;1980;Summer;russia;asia;Wrestling;Light-Heavyweight, Greco-Roman (≤90 kilograms) Men;Athlete;Norbert NOVENYI;Hungary;GOLD
moscow;1980;Summer;russia;asia;Wrestling;Middleweight, Freestyle (≤82 kilograms) Men;Athlete;Istvan KOVACS;Hungary;BRONZE
moscow;1980;Summer;russia;asia;Wrestling;Super-Heavyweight, Freestyle (>100 kilograms) Men;Athlete;Jozsef BALLA;Hungary;SILVER
moscow;1980;Summer;russia;asia;Modern Pentathlon;Individual competition men;Athlete;Tamas SZOMBATHELYI;Hungary;SILVER
moscow;1980;Summer;russia;asia;Shooting;50m rifle prone 60 shots mixed;Athlete;Karoly VARGA;Hungary;GOLD
moscow;1980;Summer;russia;asia;Swimming;200m breaststroke men;Athlete;Alban VERMES;Hungary;SILVER
moscow;1980;Summer;russia;asia;Swimming;400m individual medley men;Athlete;Zoltan VERRASZTO;Hungary;BRONZE
moscow;1980;Summer;russia;asia;Swimming;200m backstroke men;Athlete;Sandor WLADAR;Hungary;GOLD
moscow;1980;Summer;russia;asia;Swimming;200m backstroke men;Athlete;Zoltan VERRASZTO;Hungary;SILVER
moscow;1980;Summer;russia;asia;Boxing;81kg heavyweight men;Athlete;Istvan LEVAI;Hungary;BRONZE
moscow;1980;Summer;russia;asia;Boxing;48-51kg flyweight men;Athlete;Janos VARADI;Hungary;BRONZE
montreal;1976;Summer;canada;america;Judo;- 63kg (lightweight) men;Athlete;Jozsef TUNCSIK;Hungary;BRONZE
montreal;1976;Summer;canada;america;Weightlifting;75  825kg lightheavyweight men;Athlete;Peter BACZAKO;Hungary;BRONZE
montreal;1976;Summer;canada;america;Weightlifting;52kg flyweight men;Athlete;György KÖSZEGI;Hungary;SILVER
montreal;1976;Summer;canada;america;Fencing;épée individual men;Athlete;Gyözö KULCSAR;Hungary;BRONZE
montreal;1976;Summer;canada;america;Fencing;foil individual women;Athlete;Ildiko SCHWARCZENBERGER;Hungary;GOLD
montreal;1976;Summer;canada;america;Athletics;javelin throw men;Athlete;Miklos NEMETH;Hungary;GOLD
montreal;1976;Summer;canada;america;Canoe Sprint;K1 1000m kayak single men;Athlete;Geza CSAPO;Hungary;SILVER
montreal;1976;Summer;canada;america;Canoe Sprint;K1 500m kayak single men;Athlete;Zoltan SZTANITY;Hungary;SILVER
montreal;1976;Summer;canada;america;Canoe Sprint;C1 1000m canoe single men;Athlete;Tamas WICHMANN;Hungary;BRONZE
montreal;1976;Summer;canada;america;Canoe Sprint;K1 500m kayak single women;Athlete;Klara RAJNAI;Hungary;BRONZE
montreal;1976;Summer;canada;america;Gymnastics Artistic;uneven bars women;Athlete;Marta EGERVARI;Hungary;BRONZE
montreal;1976;Summer;canada;america;Gymnastics Artistic;pommel horse men;Athlete;Zoltan MAGYAR;Hungary;GOLD
montreal;1976;Summer;canada;america;Wrestling;Featherweight, Greco-Roman (≤62 kilograms) Men;Athlete;Laszlo RECZI;Hungary;BRONZE
montreal;1976;Summer;canada;america;Wrestling;Super-Heavyweight, Freestyle (>100 kilograms) Men;Athlete;Jozsef BALLA;Hungary;SILVER
munich;1972;Summer;germany;europe;Canoe Sprint;K1 1000m kayak single men;Athlete;Geza CSAPO;Hungary;BRONZE
munich;1972;Summer;germany;europe;Canoe Sprint;K1 500m kayak single women;Athlete;Anna PFEFFER;Hungary;BRONZE
munich;1972;Summer;germany;europe;Canoe Sprint;C1 1000m canoe single men;Athlete;Tamas WICHMANN;Hungary;SILVER
munich;1972;Summer;germany;europe;Weightlifting;75-82.5kg total lightheavyweight men;Athlete;György HORVATH;Hungary;BRONZE
munich;1972;Summer;germany;europe;Weightlifting;56 - 60kg (featherweight) men;Athlete;Janos BENEDEK;Hungary;BRONZE
munich;1972;Summer;germany;europe;Weightlifting;52kg flyweight men;Athlete;Lajos SZÜCS;Hungary;SILVER
munich;1972;Summer;germany;europe;Weightlifting;52kg flyweight men;Athlete;Sandor HOLCZREITER;Hungary;BRONZE
munich;1972;Summer;germany;europe;Weightlifting;52  56kg bantamweight men;Athlete;Imre FÖLDI;Hungary;GOLD
munich;1972;Summer;germany;europe;Boxing;54-57kg featherweight men;Athlete;Andras BOTOS;Hungary;BRONZE
munich;1972;Summer;germany;europe;Boxing;- 48kg (light-flyweight) men;Athlete;György GEDO;Hungary;GOLD
munich;1972;Summer;germany;europe;Boxing;57-60kg lightweight men;Athlete;Laszlo ORBAN;Hungary;SILVER
munich;1972;Summer;germany;europe;Boxing;63.5-67kg welterweight men;Athlete;Janos KAJDI;Hungary;SILVER
munich;1972;Summer;germany;europe;Shooting;300m free rifle 3 positions 3x40 shots mixed;Athlete;Lajos PAPP;Hungary;BRONZE
munich;1972;Summer;germany;europe;Swimming;100m backstroke women;Athlete;Andrea GYARMATI;Hungary;SILVER
munich;1972;Summer;germany;europe;Swimming;100m butterfly women;Athlete;Andrea GYARMATI;Hungary;BRONZE
munich;1972;Summer;germany;europe;Swimming;400m individual medley men;Athlete;Andras HARGITAY;Hungary;BRONZE
munich;1972;Summer;germany;europe;Modern Pentathlon;Individual competition men;Athlete;Andras BALCZO;Hungary;GOLD
munich;1972;Summer;germany;europe;Fencing;foil individual women;Athlete;Ildiko BOBIS-FERKASINSZKY;Hungary;SILVER
munich;1972;Summer;germany;europe;Fencing;épée individual men;Athlete;Csaba FENYVESI;Hungary;GOLD
munich;1972;Summer;germany;europe;Fencing;épée individual men;Athlete;Gyözö KULCSAR;Hungary;BRONZE
munich;1972;Summer;germany;europe;Fencing;foil individual men;Athlete;Jenö KAMUTI;Hungary;SILVER
munich;1972;Summer;germany;europe;Fencing;sabre individual men;Athlete;Peter MAROTH;Hungary;SILVER
munich;1972;Summer;germany;europe;Wrestling;Heavyweight, Freestyle (≤100 kilograms) Men;Athlete;Jozsef CSATARI;Hungary;BRONZE
munich;1972;Summer;germany;europe;Wrestling;Light-Heavyweight, Freestyle (≤90 kilograms) Men;Athlete;Karoly BAJKO;Hungary;BRONZE
munich;1972;Summer;germany;europe;Wrestling;Heavyweight, Greco-Roman (≤100 kilograms) Men;Athlete;Ferenc KISS;Hungary;BRONZE
munich;1972;Summer;germany;europe;Wrestling;Middleweight, Greco-Roman (≤82 kilograms) Men;Athlete;Csaba HEGEDÜS;Hungary;GOLD
munich;1972;Summer;germany;europe;Wrestling;Bantamweight, Freestyle (≤57 kilograms) Men;Athlete;Laszlo KLINGA;Hungary;BRONZE
mexico-city;1968;Summer;mexico;america;Wrestling;Welterweight, Greco-Roman (≤78 kilograms) Men;Athlete;Karoly BAJKO;Hungary;BRONZE
mexico-city;1968;Summer;mexico;america;Wrestling;Light-Heavyweight, Freestyle (≤97 kilograms) Men;Athlete;Jozsef CSATARI;Hungary;BRONZE
mexico-city;1968;Summer;mexico;america;Wrestling;Bantamweight, Greco-Roman (≤57 kilograms) Men;Athlete;János Varga;Hungary;GOLD
mexico-city;1968;Summer;mexico;america;Wrestling;Heavyweight, Greco-Roman (>97 kilograms) Men;Athlete;Istvan KOZMA;Hungary;GOLD
mexico-city;1968;Summer;mexico;america;Weightlifting;67.5-75kg middleweight men;Athlete;Karoly BAKOS;Hungary;BRONZE
mexico-city;1968;Summer;mexico;america;Weightlifting;-56kg (bantamweight) men;Athlete;Imre FÖLDI;Hungary;SILVER
mexico-city;1968;Summer;mexico;america;Shooting;50m rifle prone 60 shots men;Athlete;Laszlo HAMMERL;Hungary;SILVER
mexico-city;1968;Summer;mexico;america;Fencing;épée individual men;Athlete;Gyözö KULCSAR;Hungary;GOLD
mexico-city;1968;Summer;mexico;america;Fencing;foil individual women;Athlete;Ildiko REJTO-UJLAKI;Hungary;BRONZE
mexico-city;1968;Summer;mexico;america;Fencing;sabre individual men;Athlete;Tibor PEZSA;Hungary;BRONZE
mexico-city;1968;Summer;mexico;america;Fencing;foil individual men;Athlete;Jenö KAMUTI;Hungary;SILVER
mexico-city;1968;Summer;mexico;america;Athletics;javelin throw women;Athlete;Angela NEMETH-RANKY;Hungary;GOLD
mexico-city;1968;Summer;mexico;america;Athletics;pentathlon women;Athlete;Annamaria TOTH;Hungary;BRONZE
mexico-city;1968;Summer;mexico;america;Athletics;hammer throw men;Athlete;Gyula ZSIVOTZKY;Hungary;GOLD
mexico-city;1968;Summer;mexico;america;Athletics;hammer throw men;Athlete;Lazar LOVASZ;Hungary;BRONZE
